,genres_str,app_name,release_date,price,game_id,developer,year,user_id,user_reviews_item_id,review,posted_date,items_count,steam_id,users_items_item_id,item_name,playtime_forever,playtime_2weeks,recommend
13523,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198090548578,730,csgo is the dankest game im really aids at it but has quality banter and the skins are op (not sponsored),2024-06-18,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
12608,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,FURYDICE12,4000,If this game was a chick i'd bang her 10/10 best game ever!!!!!!,2015-06-22,1,76561198059560580,4000,Garry's Mod,3329,0,1
9276,rpg,Fallen Earth Free2Play,2011-10-12,-1.0,113420,Reloaded Productions,2011,76561198083375450,113420,"Fallen Earth is a very fun and unique game, it has a lot of features such as mining rocks and scavaging in rubbish piles...with the copper you mine from rocks you can craft into bullets. You can also  lvl up  geometry skill which will allow you to mine higher lvl rocks and get more resorces from them, as far as pvp goes i have yet to try it out. I find that melee is a good skill to start lvling up right away because it can become handy later on, also the quest system is nice filled with different varieties and you never feel as if you have done the same quest more that twice.The map is HUGE and would take hours to explore and going out past a certain point you will find that enemies will get tougher very quickly which will force you to lvl up before exploring more which is good because when you die from a hard enemy and then go lvl up a little bit when you go back to that same enemy you feel like you are getting stronger and making progress towards you'r character. I very much enjoy a few hours a day of fallen earth and would easily give it an 8/10 for mmo standards. I have not seen many fps open world mmorpg's around and this is quite the package if you are looking for a game like this.",2014-02-10,36,76561197972443914,113420,Fallen Earth,14,0,1
8976,action,BioShock Infinite,2013-03-25,29.989999771118164,8870,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013,pabloagecrash,8870,"Miren la verdad, verdad es que este juego esta DE      MADRE, muy buen shooter me encanto, excelente historia... totalmente atrapante, excelentes graficos, batallas, escenarios, enemigos, ESTE JUEGO ES UNA OBRA MAESTRA, la verdad la historia mas que todo sobre el final me deja re contra shockeado, ya quiero jugar los DLCs de lo atrapado que quede, ojala sigan saliendo juegos asi, la      madre, QUE BUEN JUEGO! JUEGASO! se pasaron Irrational Games y 2K, GENIOS! Hablando mas tranquilo... El juego recrea muy bien el espacio, objetos, armas, habilidades y dem s basandose en los anteriores bioshock lo cual me encanta, pero lo que m s m s me gusto es el hecho de que algunas batallas, y el juego en si, es en un lugar mas abierto. Columbia a diferencia de Rapture es en el aire lo cual hace que te muevas mucho mas comodo en el juego, va para mi, capaz que algunos se quedan con la version de Rapture, y el hecho de que lo escenarios no sean tan oscuros tambi n cambio mi perspectiva. Desde ya un juegaso, a ver lo que me espera em los DLCs.10/10 se lo comparan YA, comprense la franquicia vale la pena, juegos largos y atrapantes, GENIAL.",2015-12-27,300,76561198059582003,8870,BioShock Infinite,198,0,1
6049,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,76561198101561408,304930,10/10 Great game works amazingly. really realistic and has outstanding gameplay.,2014-07-25,77,76561197971688382,304930,Unturned,45,0,1
23037,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,MOwneZ,4000,"If you enjoy constructing, shooting, building forts, or just running stuff over, then this is the game for you. Merely only ten bucks, this game will leave you attached for HOURS!",2011-06-08,1,76561198059560580,4000,Garry's Mod,3329,0,1
4679,indie,You Have to Win the Game,2012-05-06,-1.0,286100,Minor Key Games,2012,epicscoutfan,286100,beautiful but i got stuck XD,2024-01-09,52,76561197974118426,286100,You Have to Win the Game,3,0,1
13214,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,WhyWontSenpaiNoticeMe,550,"Such an amazing game, the mechanics are absolutely perfect. Only bad thing is my computer couldn't run all of it's badassery but that's my fault. I reccomend this game to EVERYONE!",2014-03-14,100,76561197971662256,550,Left 4 Dead 2,0,0,1
19239,rpg,Realm of the Mad God,2012-02-20,-1.0,200210,Wild Shadow Studios,2012,Why_Not_Zoidberg,200210,"Great, fun addictive game",2014-04-21,7,76561198059577320,200210,Realm of the Mad God,1868,0,1
16768,indie,Gear Up,2015-01-28,-1.0,214420,Doctor Entertainment AB,2015,haritharsyadcp,214420,laggiest game ever,2015-02-15,42,76561198059670781,214420,Gear Up,20,0,0
13676,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,kci66,252490,Really good game to play with family and friends.!.,2014-01-29,10,76561198059575326,252490,Rust,4329,0,1
24672,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198068101386,730,Great game :),2015-08-10,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
24678,indie,Westerado: Double Barreled,2015-04-16,14.989999771118164,275200,Ostrich Banditos,2015,explosiv3,275200,"Really fun game that needs to be replayed until you find all the secrets and different endings. Red dead redemption on pc? Definetly a must buy, very entertaining with a really fun shooting mechanic. Buy this game if you like old western games that have a good story that gets better each time you play.",2015-05-11,44,76561198060413493,275200,Westerado: Double Barreled,317,0,1
11983,rpg,Borderlands 2,2012-09-17,19.989999771118164,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012,76561198013427907,49520,This is the BADASS GAME EVERRRRRRRR !!!!!!!!!!!!!,2013-12-27,1409,76561197971666535,49520,Borderlands 2,8668,0,1
12643,freetoplay,Dirty Bomb®,1970-01-01,-1.0,333930,Splash Damage,1970,76561198059020961,333930,"Worst matchmaking, bugs everywhere, no servers available in SA, can't report AFK'S, bad language or abuse, racism, bad teamworking, toxic platyers in general, everything is too     ing expensive to buy with credits or real money, Pay to win game, OP mercs everywhere that they won't nerf for reasons. I'm playing for the fun but I won't deny that I wouldnt recommend for anyone, and that I don't ger stressed.",2015-10-16,332,76561197971851704,333930,Dirty Bomb,73,0,0
1045,adventure,Saints Row IV,2013-08-19,14.989999771118164,206420,Deep Silver Volition,2013,76561198063185507,206420,awesome game,2013-12-03,300,76561198059582003,206420,Saints Row IV,1911,0,1
27806,action,Counter-Strike: Source,2004-11-01,19.989999771118164,240,Valve,2004,Malediction,240,"Excellent shooter, very well balanced with PLENTY of game modes to choose from.",2012-07-17,121,76561198059566639,240,Counter-Strike: Source,21,0,1
12594,simulation,Goat Simulator,2014-04-01,9.989999771118164,265930,Coffee Stain Studios,2014,76561198072706321,265930,As if you've never wanted to be a goat ...This is one of those games where glitches are the best part and it is bloody well done!There is really nothing to say about the game except - GET IT! It is totally worth the $9.99 - its probably the best buy I've had in a while.What are you waiting for? BUY THIS GAME!,2014-04-24,300,76561198059582003,265930,Goat Simulator,4,0,1
7024,Unknown,Monstrum,1970-01-01,17.989999771118164,296710,Unknown,1970,76561197998873955,296710," what i can i say,if your looking for that alien isolation/soma immersive fear that you will hide yourself inside a locker for hours to scared to come out .......then this game is definetley for you . the A.I is good ,i also reccomend trying it with oculus dk2 i mean WOW it messes with your perception and you feel like your really creeping around a rusted up ship in the middle of nowhere .......alone . with use of the oculus i rate it a 12/10, but running it in 2D i rate it 10/10 great game",2024-01-07,137,76561198061295721,296710,Monstrum ,12,0,1
19490,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198041551333,730,I like this game,2015-02-20,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
25941,rpg,Mount & Blade: With Fire & Sword,2011-05-03,9.989999771118164,48720,TaleWorlds Entertainment,2011,76561198049124217,48720,pen island lovers,2013-06-07,121,76561198059566639,48720,Mount & Blade: With Fire and Sword,79,0,1
14236,rpg,DARK SOULS™ II: Scholar of the First Sin,2015-04-01,39.9900016784668,335300,"FromSoftware, Inc",2015,76561198158725328,335300,good game 10/10,2015-04-11,44,76561198059603727,335300,DARK SOULS  II: Scholar of the First Sin,550,0,1
19821,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,stratex5,730,"Amazing game, not many hackers, although vote kick is abused a lot8/10UPDATE: A lot of hackers...UPDATE 2: VAC is love, VAC is life",2014-02-01,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
18615,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,bobbyjones12,4000,"This is one of the best games, all kinds of mods makes me very excited. 10/10",2015-06-10,1,76561198059560580,4000,Garry's Mod,3329,0,1
7570,earlyaccess,AirMech Strike,2012-11-08,-1.0,206500,Carbon Games,2012,76561198115853213,206500,it is very fun and addictive so you GUYS should try it it is a preety good game whitch a are made people not very well know so that's  really good i give since they are not very well know i give it a 9/10,2014-03-12,34,76561197971861347,206500,AirMech,0,0,1
13512,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,chardie420,730,"2/10I wanted to play some counterstrike until I was faced with a levelling system in order to play competitively. The ranks are worth nothing more than to say ""Ive played longer than you"" which still isnt any indication of skill. When will ranks be about actual skill level and less about total play time? Then theres the weapon skin franchise, which is basically encouraging kids to gamble which is quite sad. The amount of money you can sink into silly gun paint is ridiculous. I spent less than 5 bucks on about 10 different weapon skins with Stat-trak, instead of paying $2.50 for potential crap, so why bother buying keys and cases at all? If you want the excitement of gambling without actually wasting money, go watch the people who do 100 cases at a time on Youtube.",2015-06-17,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,0
15712,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,76561198015930046,4000,aswome game,2014-01-14,1,76561198059560580,4000,Garry's Mod,3329,0,1
17382,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,HeyGoodCookin,730,$$$$$$,2024-06-19,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
8880,indie,GunZ 2: The Second Duel,2014-05-01,-1.0,242720,"Masangsoft, Inc.",2014,76561198084303907,242720,"     new characte , unbalanced ,     ................",2014-05-05,74,76561198059609375,242720,GunZ 2: The Second Duel,900,0,1
14945,earlyaccess,The Forest,2014-05-30,14.989999771118164,242760,Endnight Games Ltd,2014,76561198074721767,242760,"Nice game - when first entered the game I played about 2 hours nothing unusual except it was from 10 to 12pm and woke up at 6 am. What I regret that I didnt recorded, and had to start over :) http://www.youtube.com/watch?v=ter5bqE3epg+ immersive - you feel you are there (over the last 10 years I felt that for a few games only)+ very intuitive+ not that many bugs, I mean there are released games with this polishing- addictive",2014-10-26,1409,76561197971666535,242760,The Forest,0,0,1
13505,adventure,Shadow Warrior,2013-09-26,39.9900016784668,233130,Flying Wild Hog,2013,76561198022404680,233130,"This game is better then what you might think i`am having a blast,,,,wait till its on special and get the special pack i got mine for 12 bucks i think",2013-12-10,300,76561198059582003,233130,Shadow Warrior,0,0,1
27448,rpg,Grim Dawn,2016-02-25,24.989999771118164,219990,Crate Entertainment,2016,76561198179668470,219990,Good,2024-07-07,120,76561198061310669,219990,Grim Dawn,714,7,1
2932,rpg,Neverwinter,2013-12-05,-1.0,109600,Cryptic Studios,2013,76561198041774278,109600,this game is pretty good but i still rather never winter night how ever Never winter seem to be a lot less reading but still is good,2013-12-13,9,76561198059602673,109600,Neverwinter,229,0,1
27056,rpg,Spiral Knights,2011-06-14,-1.0,99900,Grey Havens,2011,76561198040899282,99900,Real fun game. i think the Knights are adorable.,2014-03-12,5,76561198059562890,99900,Spiral Knights,3604,0,1
5383,action,Half-Life,1998-11-08,9.989999771118164,70,Valve,1998,76561197994404698,70,some of the sound effects in this game can be heard in teamfortress2,2024-02-27,83,76561198059599439,70,Half-Life,203,0,1
18065,indie,The Stanley Parable,2013-10-17,14.989999771118164,221910,Galactic Cafe,2013,76561198096353062,221910,"its really funny, worth every cent, its a game you can spend hours on and still be able to play it the next day, every ending is well woth replaying the game for and i still play it! its been months!",2024-09-10,300,76561198059582003,221910,The Stanley Parable,72,0,1
28515,strategy,Clicker Heroes,2015-05-13,-1.0,363970,Playsaurus,2015,76561198039554307,363970,i need help pls,2015-07-03,300,76561198059582003,363970,Clicker Heroes,685,0,1
17564,strategy,Arma 3,2013-09-12,39.9900016784668,107410,Bohemia Interactive,2013,76561198057905001,107410,the control scheme imo is way to over complicated i would like to get past that but it makes the game feel like a chore to play and it would be nothing if it wasnt for the mods the comunity makes for it such as altis life,2024-06-27,223,76561197972224447,107410,Arma 3,1872,0,0
22940,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,simi_,550,aMaZEbalLs,2013-11-29,100,76561197971662256,550,Left 4 Dead 2,0,0,1
24831,action,Saints Row: The Third,2011-11-14,9.989999771118164,55230,Volition,2011,AceTaco,55230,Amazeballs :3,2013-10-02,121,76561198059566639,55230,Saints Row: The Third,129,0,1
15459,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,76561198099270623,252490,                                                      ,2015-02-21,10,76561198059575326,252490,Rust,4329,0,1
9027,indie,Fistful of Frags,2014-05-09,-1.0,265630,Fistful of Frags Team,2014,76561198116795860,265630,I kicked a table into someone's face and got a kill. 11/10,2014-12-25,29,76561198059555148,265630,Fistful of Frags,49,0,1
4783,rpg,Terraria,2011-05-16,9.989999771118164,105600,Re-Logic,2011,AdonSinky,105600,It's a very nice game! I recommend it for all of your 2D Gamers!	- 9/10,2014-08-08,2,76561198059555651,105600,Terraria,644,0,1
4519,strategy,Natural Selection 2,2012-10-30,9.989999771118164,4920,Unknown Worlds Entertainment,2012,76561198065451953,4920,for people with a computer better than mine :/,2013-12-18,300,76561198059582003,4920,Natural Selection 2,653,0,1
21746,adventure,Mad Max,2015-09-01,19.989999771118164,234140,"Avalanche Studios,Feral Interactive (Mac/Linux)",2015,76561198064600203,234140,good game if you've never been to Auatralia to experience it yourself,2024-05-15,341,76561198059818459,234140,Mad Max,261,0,1
10790,rpg,Realm of the Mad God,2012-02-20,-1.0,200210,Wild Shadow Studios,2012,Efreak,200210,"Not really much fun, it's TF2 once you get to a certain point, and it's not even balanced, the free-to-play users cannot trade, while the premium users can and thus you're crippled if you aren't paying them.Up until level 20, a few hours, you're stuck in a grind against AIs, then you can opt to do some small number of missions with random players against AI once more, but it's largely about the PvP play at that point.Sadly, the PvP isn't much fun, because the leveled and paying players are better equiped by a fairly good margin.Skip it.",2013-02-19,7,76561198059577320,200210,Realm of the Mad God,1868,0,1
24172,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,rearae,730,nice,2015-07-14,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
6032,rpg,Borderlands 2,2012-09-17,19.989999771118164,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012,76561198098295542,49520,"I recommend that you download this game because it is a very addicting game and it has a variety of weapons ,DLCs and character customizations .I also enjoy this game because you get to play with your friends and it gets hard and extremely epic when people join .",2014-06-26,1409,76561197971666535,49520,Borderlands 2,8668,0,1
6216,earlyaccess,DayZ,2013-12-16,34.9900016784668,221100,Bohemia Interactive,2013,76561198031754045,221100,"This game is absolutely terrible now, the only servers available to me at the moment are ones with password, so there is no possible way to just quickly join a public server... i want a refund but sadly cannot get one anymore. sort it out guys your game has been in development for too long now......",2024-06-16,77,76561197971688382,221100,DayZ,170,0,0
12829,strategy,Stronghold 3 Gold,2012-05-25,29.989999771118164,47400,FireFly Studios,2012,76561198087589175,47400,"Solid gameplay and campaign but wouldn't recommend for a frequent mac user, for the following reasons: constant texture flickering and not being able to withstand large amounts of troops because of lag issues. Still overall a good rts.",2013-12-22,16,76561198060019400,47400,Stronghold 3,108,0,1
27844,action,Hitman 2: Silent Assassin,2002-10-01,6.989999771118164,6850,Io-Interactive A/S,2002,justclose,6850,"It's a pretty hard game,but its very fun,and being old dosent mean that is bad.It need a tecnique of the player to pass trough the stages,and you need to be very sthealth,or you end up killed or failing the mission.I recomend this game to those that like challenges.",2014-03-03,121,76561198059566639,6850,Hitman 2: Silent Assassin,1,0,1
28569,freetoplay,Dirty Bomb®,1970-01-01,-1.0,333930,Splash Damage,1970,76561198056818846,333930,"i really liked this game for the time that it would allow me to join servers, but currently it just crashes before connecting and deleting the shooterengine file doesnt help",2024-04-08,332,76561197971851704,333930,Dirty Bomb,73,0,1
21247,freetoplay,Blacklight: Retribution,2012-07-02,-1.0,209870,Hardsuit Labs,2012,76561198057060736,209870,great game,2014-02-14,11,76561198059597304,209870,Blacklight: Retribution,2024,0,1
10742,rpg,The Binding of Isaac,2011-09-28,4.989999771118164,113200,Edmund McMillen and Florian Himsl,2011,swinkymalinky,113200,A must play for anyone remotely religious :^),2014-06-17,77,76561198059584657,113200,The Binding of Isaac,31,0,1
20440,adventure,Saints Row IV,2013-08-19,14.989999771118164,206420,Deep Silver Volition,2013,subtember11,206420,steal a car then save it to my phone 10/10 would steal a car again,2015-01-17,300,76561198059582003,206420,Saints Row IV,1911,0,1
24568,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,TehMLGPanda,730,So you want to buy cs go? you must please Gaben. You must buy all the cases and please him. He is love. Do not be a console peasent. This game is good like your dad. 10 out of -11,2015-05-26,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
9934,strategy,Warlock 2: The Exiled,2014-04-10,19.989999771118164,205990,Ino-Co Plus,2014,76561197982203533,205990,"Good game, similar spirit to warlock 1 but less of a massive build/overwhelm style",2015-01-14,81,76561198060329448,205990,Warlock 2: the Exiled,0,0,1
28502,Unknown,Free to Play,2014-03-19,-1.0,245550,Unknown,2014,samsul,245550,"best movie in my whole life, not a game but a very good movie. Thumbs up",2015-04-20,33,76561198059711916,245550,Free to Play,0,0,1
1947,rpg,RIFT,2013-10-24,-1.0,39120,Trion Worlds,2013,RiplashCSGO,39120,hmmmmm. pretty good,2013-11-04,868,76561197971763633,39120,RIFT,1394,0,1
8516,action,Half-Life 2: Episode Two,2007-10-10,7.989999771118164,420,Valve,2007,WolfgangKillDemAll,420,I am dead inside...,2015-03-25,1409,76561197971666535,420,Half-Life 2: Episode Two,0,0,1
16266,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,76561198062566429,4000,WoW,2014-04-10,1,76561198059560580,4000,Garry's Mod,3329,0,1
22653,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,76561198092064451,4000,funniest game ever guaranteed good time!,2014-04-02,1,76561198059560580,4000,Garry's Mod,3329,0,1
9433,racing,The Crew™,2014-12-01,29.989999771118164,241560,Ivory Tower in collaboration with Ubisoft Reflections,2014,GuiCreed368,241560,"Pega o jogo ai!!! N o tenho oque recomendar pq n joguei direito, o que importa   que peguei Gratis por causa do ACUnityGold          ^^",2014-12-21,75,76561198059768123,241560,The Crew,916,0,1
7568,indie,The Way of Life Free Edition,2016-05-31,-1.0,310370,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2016,76561198044602692,310370,"Great experience, gives insight to how people of different generations' perceive reality. At this point, it isn't very long only taking about a maximum of 10 minutes. It doesn't have that much content, but that's reasonable as it's an early access game. Hoping that more content comes out soon!",2015-06-27,84,76561198059691166,310370,The Way of Life Free Edition,6,0,1
12953,simulation,Euro Truck Simulator 2,2013-01-16,19.989999771118164,227300,SCS Software,2013,alexmr19,227300,Who would have thought driving and managing a truck company would be fun,2014-12-21,300,76561198059582003,227300,Euro Truck Simulator 2,0,0,1
5038,videoproduction,Blender,2015-07-03,-1.0,365670,Blender Foundation,2015,fuckitm8,365670,Ez to use and effective,2015-05-22,61,76561198059624654,365670,Blender 2.77,1,0,1
18541,strategy,Total War™: ROME II - Emperor Edition,2013-09-02,59.95000076293945,214950,Creative Assembly,2013,76561198058760041,214950,DIS IS EPIC GAME MUST GET IT!!!!!!!!!,2013-12-17,10,76561198059615734,214950,Total War: ROME II - Emperor Edition,0,0,1
3923,action,Left 4 Dead,2008-11-17,19.989999771118164,500,Valve,2008,SydneyKerley,500,This is a highly polished and fantastic game for all zombies fans! I loved this game when it came out and I love it now!This is the best coop game I have played!,2024-02-09,83,76561198059599439,500,Left 4 Dead,7,0,1
26317,rpg,ARK: Survival Evolved,2017-08-29,59.9900016784668,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017,deatheffekt,346110,"Early Access ReviewThe road so far...Ark Survival Evolved has its flaws currently as all day one games in EA, but it has a lot of potential, It has a deep levelling and crafting system, requiring time and effort in gathering and crafting, It's combat is kind of clunky but once you unlock that slingshot you'll never go back to just bashing a dinosaur , while I haven t manage to tame a dinosaur yet ( started to tame a carno that had attacked my house, but when I went to kill a couple of the massive turtle dinosaur's they wrecked my house and the passed out carno :C )  I think it s an amazing and fun, engaging mechanics making you care for that one pet you will value over the rest. So far only the graphics to play this are letting it down in my opinion (my specs below.)  I hope with more optimization and when DX12 comes out soon it will get a lot better. To list this out.Pro sDeep rewarding crafting System.levelling system.Massive open world full of horrors and thing's that want you for food.Fun tribe system with friends.Solo offline mode allowing you to learn and get the hang of the game before online.Dev's actually seem to care and have updated the game and fixed bugs all thoughtout day one.Con'sRequires graphics tweaking even for higher cards.Some small physics bugs e.g. body's flying and being tossed away abit.Mostly the biggest con for people is it requires a beast of a machine and even then you need to tweak the graphics.But after all that I ll keep playing it, because I so far find this the most enjoyable Survival game out.Computer Spec'sProcessor.Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz Graphics Card.NVIDIA GeForce GTX 760 Ram.Kingston HyperX Beast 16.0 GB OS.Microsoft Windows 8.1, 64-bit Upgrading my GTX760 soon to a new GTX970 (about 2ish weeks away)Will update my review when It's installed & I've played it.I wish there was more than Yes/No for review Early Access games, but so far if you can tweak the graphics right I recommend this over other early access survival games.Thanks for reading.Deatheffekt.Update #1 Patch 171.511 Hours mostly all in game I doubt even an hour is in the menu/server list, and I honestly say if you can get this running get it, I've loved every second of it.The updates since day one have been great, the game runs way better for me atleast and looks amazing, the hard work the dev's are doing will pay off, and I honestly see this being finished one day if they keep doing this.",2015-06-03,54,76561198059602670,346110,ARK: Survival Evolved,82,0,1
23434,earlyaccess,The Forest,2014-05-30,14.989999771118164,242760,Endnight Games Ltd,2014,TustardCart,242760,spooky,2024-02-08,1409,76561197971666535,242760,The Forest,0,0,1
1959,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,lolnu,304930,"Unturned the review:This game.........""game""..........is simply.........atrocious. i do not like this game. i personally think that this is     ing     10/10IGN",2015-04-13,77,76561197971688382,304930,Unturned,45,0,0
23195,strategy,Cities: Skylines,2015-03-10,29.989999771118164,255710,Colossal Order Ltd.,2015,hypermemes,255710,"Simcity on Stelroids! This game is like Simcity but with alot more stuff and expansions that you can have to make a city, as of Simcity I understand that the Cities were meant to support each other but made it really not fun to play. Once I saw Cities: Skylines on Steam I went OMG is it really going to be better than Simcity, then I read some of the Reviews, most saying that this game is frickin AWESOME! So, yeah, thats why i bought this game and if you are into City Simulation I Deeply Recommend this game.Tips: Buy the Game!!! Rating:10/10 ""Simcity on Stelroids!""",2015-06-10,75,76561198059768123,255710,Cities: Skylines,222,0,1
6876,indie,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,14.989999771118164,218060,Gaijin Games,2013,Bonkbonkerson,218060,Gotta Go Fast,2014-12-29,176,76561198059611702,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,0,0,1
16631,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,SirParadiseLost,218620,"when this game first came out i honestly did like it, but now after they keep on vomiting out DLC after DLC i realise how much of a shamble this game really is, graphically it did look nice but the gameplay was pretty standard and the Ai were worse then standard, does it really take a mastermind to make good Ai? cause seriously. DLC Quest legit aint got nothin on Payday 2 its kinda sad.",2014-07-12,121,76561198059566639,218620,PAYDAY 2,209,0,0
27703,action,Duke Nukem Forever,2011-06-13,19.989999771118164,57900,Gearbox Software,2011,Azzamacazza,57900,"I played this so that if i ever go back in time and meet my teenaged self I can say ""I played Duke Nukem Forever""",2014-02-08,115,76561198059637978,57900,Duke Nukem Forever,282,0,1
4819,strategy,Total War: WARHAMMER,2016-05-24,59.9900016784668,364360,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",2016,76561198013564709,364360,Don't waste your money. I bought this game when it was on sale because I knew I would get screwed over but not to this degree. Very predictable once you get past the honeymoon stage when the excitement quickly runs out....Now Beastman is $15 and blood is $2 (AUD)Game in total honestly is around $20 inc all DLC etc....,2024-07-15,223,76561197972224447,364360,Total War: WARHAMMER,2357,0,0
18637,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,CottonDrop,730,rubberbanded into a wall and got wallbanged across the map LMAO 11/10 would recomend best buys 2015,2015-11-12,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
24735,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,I_DID_911_JUST_SAYING,4000,GMOD I have played more then 1hour just not on this account its a good game buy it Gaybin says so.,2024-06-26,1,76561198059560580,4000,Garry's Mod,3329,0,1
11091,action,Saints Row: The Third,2011-11-14,9.989999771118164,55230,Volition,2011,fruity_ninja,55230,Its really funny and enjoyable.,2014-01-20,121,76561198059566639,55230,Saints Row: The Third,129,0,1
23138,adventure,Alan Wake,2012-02-16,9.989999771118164,108710,Remedy Entertainment,2012,RAINZFOXX,108710,"Stephen King once wrote that  Nightmares exist outside of logic, and there s little fun to be had in explanations; they re antithetical to the poetry of fear. Alan Wake, a survival horror game developed by Remedy Entertainment and published by Microsoft Game Studios. You are Alan Wake a best selling thriller novelist trapped in a horror story he wrote which has to come to life and has taken his wife. The game is heavily inspired by thriller which draws concepts from the T.V show Twin Peaks and draws inspiration from the works of Stephen King! As Alan Wake you must battle through the night to fight the Taken, a darkness that takes over living things and brings life to inanimate objects while trying to find yourself and your wife, which the darkness has taken. Gameplay is in third person and the primary weapon used in the game is light (Flashlight, Flares, flareguns, environmental lighting, flashbangs) as well as guns.  Fighting through lush green national parks and into the town of Bright Falls, Washington the atmosphere psychologically engulfs you, waking up from this nightmare is not an option!Pros:-The use of light as a weapon-A great story, short but sweet will really leave you with a ""Wow, amazing!""-The atmosphere although intense is also distrubing and horrifying-Narration really makes it easy to understand whats really going on.-Truly is a great looking game, feels like you're really in a national park XD-Highly replayabe, played through about 4 times-Combat mechanics make you feel like your are constantly in danger-Stephen king, Stephen king, Stephen king, Stephen king!Cons:-Weak ending-The game was a little short but there are DLC as well as American Nightmare.-Facial animations could've been done better-The recaps at the end of each chapter aren't necessary, it does feel like its trying to be a T.V showBut all in all a solid and rich game full of awesome, 10 foxes out 10 foxes, put de lime in de coconut!",2014-08-31,300,76561198059582003,108710,Alan Wake,52,0,1
20756,freetoplay,Dirty Bomb®,1970-01-01,-1.0,333930,Splash Damage,1970,Poopsnugg,333930,"-Black-Shotgunner Medic is OP-AK-47 is OP-Big-Juggernaut Gatling Gunner is OP-Japanese girl with Orbital Cannon is OP-300 Credits per round -Costs 30000 - 50000 Credits to buy character ,each-Full of people that never do the objective10/10 pls fix nothing (         )",2015-06-06,332,76561197971851704,333930,Dirty Bomb,73,0,1
14886,action,Portal,2007-10-10,9.989999771118164,400,Valve,2007,Fitz136,400,"Brilliant and completely original. A delight from beginning to end, with some of the best dark humor.",2011-08-07,300,76561198059582003,400,Portal,0,0,1
19224,indie,Spy Chameleon - RGB Agent,2014-06-11,4.989999771118164,297490,Unfinished Pixel,2014,notsaddam,297490,It is simply... addictive. i really like that in this game you have to solve the puzzles and you simply have no time to forget that you have to be stealthy,2015-07-22,494,76561198059918386,297490,Spy Chameleon - RGB Agent,0,0,1
1113,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,damo4lyf,252490,Made friends with some guys then they blew up my house 10/10,2024-03-09,10,76561198059575326,252490,Rust,4329,0,1
